timestamp,elapsed_s,sent_bytes,sent_pkts,dropped,overlimits,backlog_bytes,backlog_pkts
1912.817,32.343,37250818,24609,342,65064,1371684,906
1912.918,32.443,37376480,24692,342,65273,1370170,905
1913.018,32.543,37500628,24774,342,65480,1374712,908
1913.118,32.643,37626290,24857,342,65687,1371684,906
1913.218,32.743,37750438,24939,342,65895,1376226,909
1913.318,32.843,37876100,25022,342,66103,1374712,908
1913.418,32.943,38001762,25105,342,66313,1377740,910
1913.518,33.044,38127424,25188,342,66523,1377782,911
1913.618,33.144,38251572,25270,342,66728,,
1913.719,33.244,38375720,25352,342,66935,1379296,912
1913.819,33.344,38501382,25435,342,67144,1379296,912
1913.919,33.444,38627044,25518,342,67353,1379296,912
1914.019,33.544,38752706,25601,342,67561,,
1914.119,33.644,38876854,25683,342,67768,1379296,912
1914.219,33.744,39004030,25767,342,67978,,
1914.319,33.845,39128178,25849,342,68185,1380810,913
1914.419,33.945,39253840,25932,342,68393,1377782,911
1914.520,34.045,39377988,26014,342,68600,1377782,911
1914.620,34.145,39502178,26097,342,68809,1379296,912
1914.720,34.245,39629354,26181,342,69021,1379296,912
1914.820,34.345,39753502,26263,342,69228,1382324,914
1914.920,34.445,39879164,26346,342,69437,1380810,913
1915.020,34.545,40003312,26428,342,69644,1382324,914
1915.120,34.646,40128974,26511,342,69853,1382324,914
1915.220,34.746,40257664,26596,342,70067,1382324,914
1915.321,34.846,40380298,26677,342,70271,1383838,915
1915.421,34.946,40504446,26759,342,70476,1380810,913
1915.521,35.046,40628594,26841,342,70683,1383838,915
1915.621,35.146,40754256,26924,342,70891,1382324,914
1915.721,35.246,40879960,27008,342,71102,1382282,913
1915.821,35.346,41005622,27091,342,71311,1383796,914
1915.921,35.447,41129770,27173,342,71518,1385310,915
1916.021,35.547,41255432,27256,342,71727,1385310,915
1916.122,35.647,41381094,27339,342,71936,1383796,914
1916.222,35.747,41506756,27422,342,72144,1382282,913
1916.322,35.847,41630904,27504,342,72351,1385310,915
1916.422,35.947,41756566,27587,342,72560,1385310,915
1916.522,36.047,41882228,27670,342,72770,1388338,917
1916.622,36.148,42006376,27752,342,72975,1386824,916
1916.722,36.248,42132038,27835,342,73185,1388338,917
1916.823,36.348,42257700,27918,342,73394,1386824,916
1916.923,36.448,42381848,28000,342,73601,1389852,918
1917.023,36.548,42507510,28083,342,73810,1389852,918
1917.123,36.648,42631658,28165,342,74018,1392880,920
1917.223,36.748,42757320,28248,342,74226,1391366,919
1917.323,36.848,42882982,28331,342,74435,1392880,920
1917.423,36.949,43008644,28414,342,74643,1391366,919
1917.524,37.049,43132792,28496,342,74851,1397422,923
1917.624,37.149,43258454,28579,342,75061,1398936,924
1917.724,37.249,43384116,28662,342,75268,1395908,922
1917.824,37.349,43508264,28744,342,75477,1401964,926
1917.924,37.449,43633926,28827,342,75686,1403478,927
1918.024,37.549,43759588,28910,342,75896,1404992,928
1918.124,37.649,43883736,28992,342,76104,1408020,930
1918.224,37.750,44009398,29075,342,76313,1409534,931
1918.325,37.850,44135060,29158,342,76522,1409534,931
1918.425,37.950,44259208,29240,342,76729,1412562,933
1918.525,38.050,44384870,29323,342,76939,1417104,936
1918.625,38.150,44510532,29406,342,77147,1415590,935
1918.725,38.250,44636194,29489,342,77357,1420132,938
1918.825,38.350,44760342,29571,342,77564,1423160,940
1918.925,38.451,44886004,29654,342,77774,1427702,943
1919.025,38.551,45010152,29736,342,77981,1430730,945
1919.126,38.651,45135814,29819,342,78189,1430730,945
1919.226,38.751,45261476,29902,342,78400,1436786,949
1919.326,38.851,45385624,29984,342,78606,1438300,950
1919.426,38.951,45511286,30067,342,78816,1442842,953
1919.526,39.051,45635434,30149,342,79024,1447384,956
1919.626,39.151,45761096,30232,342,79233,1450412,958
